Date,Close
1/2/2015 16:00:00,84.87
1/5/2015 16:00:00,85.19
1/6/2015 16:00:00,85.57
1/7/2015 16:00:00,85.6
1/8/2015 16:00:00,85.44
1/9/2015 16:00:00,85.72
1/12/2015 16:00:00,85.95
1/13/2015 16:00:00,86.12
1/14/2015 16:00:00,86.34
1/15/2015 16:00:00,86.78
1/16/2015 16:00:00,86.35
1/20/2015 16:00:00,86.45
1/21/2015 16:00:00,86.21
1/22/2015 16:00:00,86.05
1/23/2015 16:00:00,86.47
1/26/2015 16:00:00,86.37
1/27/2015 16:00:00,86.47
1/28/2015 16:00:00,86.95
1/29/2015 16:00:00,86.78
1/30/2015 16:00:00,87.29
2/2/2015 16:00:00,87.09
2/3/2015 16:00:00,86.64
2/4/2015 16:00:00,86.71
2/5/2015 16:00:00,86.56
2/6/2015 16:00:00,85.8
2/9/2015 16:00:00,85.67
2/10/2015 16:00:00,85.59
2/11/2015 16:00:00,85.57
2/12/2015 16:00:00,85.67
2/13/2015 16:00:00,85.53
2/17/2015 16:00:00,85.06
2/18/2015 16:00:00,85.44
2/19/2015 16:00:00,85.26
2/20/2015 16:00:00,85.19
2/23/2015 16:00:00,85.44
2/24/2015 16:00:00,85.94
2/25/2015 16:00:00,86.14
2/26/2015 16:00:00,85.62
2/27/2015 16:00:00,85.87
3/2/2015 16:00:00,85.27
3/3/2015 16:00:00,85.11
3/4/2015 16:00:00,85.1
3/5/2015 16:00:00,85.22
3/6/2015 16:00:00,84.58
3/9/2015 16:00:00,84.76
3/10/2015 16:00:00,84.94
3/11/2015 16:00:00,85.12
3/12/2015 16:00:00,85.24
3/13/2015 16:00:00,85.05
3/16/2015 16:00:00,85.21
3/17/2015 16:00:00,85.29
3/18/2015 16:00:00,86.05
3/19/2015 16:00:00,85.7
3/20/2015 16:00:00,86.05
3/23/2015 16:00:00,86.19
3/24/2015 16:00:00,86.36
3/25/2015 16:00:00,86.14
3/26/2015 16:00:00,85.84
3/27/2015 16:00:00,86.05
3/30/2015 16:00:00,86.07
3/31/2015 16:00:00,86.21
4/1/2015 16:00:00,86.4
4/2/2015 16:00:00,86.27
4/6/2015 16:00:00,86.38
4/7/2015 16:00:00,86.46
4/8/2015 16:00:00,86.4
4/9/2015 16:00:00,86.13
4/10/2015 16:00:00,86.1
4/13/2015 16:00:00,86.14
4/14/2015 16:00:00,86.34
4/15/2015 16:00:00,86.44
4/16/2015 16:00:00,86.52
4/17/2015 16:00:00,86.55
4/20/2015 16:00:00,86.51
4/21/2015 16:00:00,86.44
4/22/2015 16:00:00,86.08
4/23/2015 16:00:00,86.28
4/24/2015 16:00:00,86.47
4/27/2015 16:00:00,86.42
4/28/2015 16:00:00,86.06
4/29/2015 16:00:00,85.76
4/30/2015 16:00:00,85.77
5/1/2015 16:00:00,85.25
5/4/2015 16:00:00,85.18
5/5/2015 16:00:00,85.01
5/6/2015 16:00:00,84.78
5/7/2015 16:00:00,84.91
5/8/2015 16:00:00,85.3
5/11/2015 16:00:00,84.63
5/12/2015 16:00:00,84.63
5/13/2015 16:00:00,84.55
5/14/2015 16:00:00,84.83
5/15/2015 16:00:00,85.26
