Date,Close
1/2/2015 16:00:00,93.15
1/5/2015 16:00:00,93.3
1/6/2015 16:00:00,94.29
1/7/2015 16:00:00,94.47
1/8/2015 16:00:00,93.7
1/9/2015 16:00:00,93.98
1/12/2015 16:00:00,94.6
1/13/2015 16:00:00,94.2
1/14/2015 16:00:00,94.7
1/15/2015 16:00:00,95.58
1/16/2015 16:00:00,94.75
1/20/2015 16:00:00,95.64
1/21/2015 16:00:00,95.37
1/22/2015 16:00:00,95.1
1/23/2015 16:00:00,96.04
1/26/2015 16:00:00,96.03
1/27/2015 16:00:00,96.06
1/28/2015 16:00:00,96.98
1/29/2015 16:00:00,96.54
1/30/2015 16:00:00,97.63
2/2/2015 16:00:00,97.28
2/3/2015 16:00:00,96.19
2/4/2015 16:00:00,95.69
2/5/2015 16:00:00,95.27
2/6/2015 16:00:00,94.33
2/9/2015 16:00:00,94.49
2/10/2015 16:00:00,93.92
2/11/2015 16:00:00,93.94
2/12/2015 16:00:00,93.98
2/13/2015 16:00:00,93.45
2/17/2015 16:00:00,92.57
2/18/2015 16:00:00,92.77
2/19/2015 16:00:00,92.49
2/20/2015 16:00:00,92.59
2/23/2015 16:00:00,93.64
2/24/2015 16:00:00,94.11
2/25/2015 16:00:00,94.65
2/26/2015 16:00:00,93.82
2/27/2015 16:00:00,94.24
3/2/2015 16:00:00,92.57
3/3/2015 16:00:00,92.63
3/4/2015 16:00:00,92.72
3/5/2015 16:00:00,92.76
3/6/2015 16:00:00,91.6
3/9/2015 16:00:00,91.53
3/10/2015 16:00:00,92.14
3/11/2015 16:00:00,92.78
3/12/2015 16:00:00,92.85
3/13/2015 16:00:00,92.24
3/16/2015 16:00:00,92.6
3/17/2015 16:00:00,93.04
3/18/2015 16:00:00,94.65
3/19/2015 16:00:00,94.19
3/20/2015 16:00:00,94.29
3/23/2015 16:00:00,94.33
3/24/2015 16:00:00,95.04
3/25/2015 16:00:00,94.58
3/26/2015 16:00:00,93.47
3/27/2015 16:00:00,94.25
3/30/2015 16:00:00,94.16
3/31/2015 16:00:00,94.1
4/1/2015 16:00:00,94.74
4/2/2015 16:00:00,94.26
4/6/2015 16:00:00,93.92
4/7/2015 16:00:00,94.83
4/8/2015 16:00:00,94.76
4/9/2015 16:00:00,94.09
4/10/2015 16:00:00,94.04
4/13/2015 16:00:00,94.11
4/14/2015 16:00:00,94.33
4/15/2015 16:00:00,94.53
4/16/2015 16:00:00,94.16
4/17/2015 16:00:00,94.84
4/20/2015 16:00:00,94.48
4/21/2015 16:00:00,94.31
4/22/2015 16:00:00,93.31
4/23/2015 16:00:00,93.35
4/24/2015 16:00:00,93.53
4/27/2015 16:00:00,93.58
4/28/2015 16:00:00,92.65
4/29/2015 16:00:00,91.66
4/30/2015 16:00:00,91.85
5/1/2015 16:00:00,90.4
5/4/2015 16:00:00,89.74
5/5/2015 16:00:00,89.59
5/6/2015 16:00:00,88.66
5/7/2015 16:00:00,89.27
